,,,,,,,,,,,,,,,,,,,,,,
Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
1547,12/7/24,N,Butler,BE,Houston,A,"L, 79-51",107.6,108.9,61.2,83.4,38,19.6,20,47.8,129.2,60.8,18,46.4,10,46.6,-10
1548,11/15/24,N,Georgia,SEC,Georgia Tech,A,"W, 77-69",107.6,90,75.1,102.5,49.1,16,27.3,55.4,91.9,41.3,17.3,24.4,34.9,88.6,4
1549,12/14/24,N,Rutgers,B10,Seton Hall,H,"W, 66-63",107.6,108.1,65.2,101.2,61.6,23,17.9,65.1,96.6,50.9,15.3,24.2,23.2,48.7,-3
1550,11/13/24,N,Wake Forest,ACC,USC Upstate,H,"W, 85-80",107.6,120.5,72.2,117.7,57.3,15.2,32.4,60,110.8,56.3,23.5,33.3,15.9,21.4,1
1551,12/13/24,N,Georgia Southern,SB,Louisiana Tech,A,"L, 77-63",107.5,107.8,64.8,97.2,46.8,20.1,35,9.5,118.8,61.2,18.5,33.3,17.2,49.3,0
1552,11/25/24,N,High Point,BSth,Old Dominion,N,"W, 73-67",107.5,117.7,62.1,117.6,59.6,16.1,30.4,48.9,107.9,47.7,12.9,36.8,17.2,26.1,-2
1553,11/16/24,N,La Salle,A10,Drexel,A,"W, 71-68",107.5,94.8,69.5,102.2,48.4,14.4,22.2,19.4,97.9,50,13,24.3,17.2,80.9,6
1554,12/18/24,N,Vermont,AE,Miami OH,H,"W, 75-67",107.5,97.8,69.4,108,54.8,17.3,4.3,76.2,96.5,49.1,15.8,15.6,24.1,74.8,8
1555,11/22/24,N,Hawaii,BW,North Carolina,H,"L, 87-69",107.5,116.8,68.3,101.1,45.6,19,40.5,42.1,127.4,56.5,7.3,16.7,63,27.8,-10
1556,11/30/24,N,Vermont,AE,Northeastern,H,"W, 68-64",107.5,93.2,67.9,100.1,57,29.5,29.6,60.5,94.3,38.3,11.8,31.1,34.4,83.9,10
1557,11/30/24,N,Prairie View A&M,SWAC,Texas A&M Corpus Chr,A,"L, 109-74",107.5,141.9,73,101.4,52,21.9,35.3,64.7,149.3,78.3,21.9,48.1,43.3,3.9,-14
1558,11/19/24,N,Iowa,B10,Rider,H,"W, 83-58",107.5,88.2,72.1,115.2,53.1,11.1,27,32.8,80.5,43.5,27.7,25.8,24.1,90.7,13
1559,11/19/24,N,Tennessee Tech,OVC,UCF,A,"L, 80-69",107.5,114.2,67.8,101.8,45.6,14.8,25,38.6,118,49.3,19.2,53.7,21.4,33.3,-8
1560,11/12/24,N,Saint Joseph's,A10,Villanova,H,"W, 83-76",107.5,91.1,75.2,110.3,50.8,13.3,20.6,41.7,101,47,21.3,37.8,24.2,87,2
1561,12/17/24,N,Charlotte,Amer,West Georgia,H,"W, 75-70",107.5,119.6,65,115.4,44.4,13.9,35.1,57.4,107.7,55.2,18.5,32.3,19,22.7,3
1562,11/23/24,N,Lamar,Slnd,Alabama St.,N,"L, 77-75",107.4,112,67.8,110.5,50,19.2,35.3,51.9,113.5,56.6,13.3,20,45.3,38,4
1563,12/14/24,N,Fordham,A10,Bryant,N,"W, 86-84",107.4,101,80.6,106.7,48.6,17.4,32.4,31.9,104.2,49.2,19.9,31.6,50.8,66.7,4
1564,11/8/24,N,Rhode Island,A10,Holy Cross,H,"W, 91-77",107.4,114.3,73.7,123.5,59.6,10.9,14.3,50.9,104.5,50.8,19,29.7,29.5,32.9,-1
1565,12/18/24,N,Le Moyne,NEC,Dartmouth,A,"W, 80-76",107.4,110.6,72.8,109.9,58.8,17.9,21.4,31.6,104.4,54.3,16.5,20,32.8,41.6,3
1566,11/25/24,N,Liberty,CUSA,McNeese St.,N,"W, 62-58",107.4,89.2,60.6,102.3,53.1,19.8,20.7,29.2,95.7,45.7,21.5,28.6,38.3,89.5,4
1567,12/18/24,N,Mount St. Mary's,MAAC,LIU,A,"W, 80-72",107.4,109.6,71.8,111.4,39.5,16.7,45.7,66.1,100.2,49,25.1,34.4,65.3,44,3
1568,12/1/24,N,Fordham,A10,New Hampshire,H,"W, 83-61",107.4,95.3,74.1,112,54.1,25.6,43.8,31.1,82.3,44.2,21.6,21.6,18.3,79.7,16
1569,11/17/24,N,North Carolina A&T,CAA,The Citadel,A,"W, 82-73",107.4,117.5,70.2,116.9,50,2.9,14.3,51.7,104,51.6,22.8,37.5,27.4,26.2,1
1570,12/8/24,N,Seton Hall,BE,Oklahoma St.,H,"L, 85-76",107.4,127.5,68.5,111,56.5,21.9,36.7,42.6,124.1,66.7,23.4,38.1,37.3,12.3,-15
1571,12/17/24,N,Oregon St.,WCC,Sacramento St.,H,"W, 82-45",107.4,85.3,66.9,122.5,63,17.9,26.1,29.6,67.3,35.7,23.9,26.2,19.6,93.4,10
1572,12/7/24,N,Southern Illinois,MVC,Southern Indiana,H,"W, 73-70",107.4,113,65.1,112.2,52.7,20,41.4,33.9,107.6,50.9,13.8,23.3,31.5,35.9,3
1573,11/24/24,N,Central Arkansas,ASun,UNC Asheville,H,"W, 92-83",107.4,102.1,65.8,111.9,53.8,15.8,31.4,42.4,100.9,52.8,26.8,36.4,18.3,64.3,4
1574,12/2/24,N,Miami OH,MAC,Air Force,H,"W, 73-60",107.3,107.2,62.2,117.5,60.4,14.5,26.9,28.3,96.5,59.6,20.9,13.8,27.7,50.3,3
1575,11/8/24,N,Army,Pat,Duke,A,"L, 100-58",107.3,119,70.9,81.8,39.1,18.3,23.3,14.1,141,61.3,11.3,43.6,25.4,23.3,-16
1576,11/27/24,N,Long Beach St.,BW,San Jose St.,N,"L, 82-66",107.3,125.9,61.5,107.4,50,14.6,36.4,33.3,133.4,59.6,13,41.9,42.1,13.7,-4
1577,11/29/24,N,Northwestern,B10,UNLV,N,"W, 66-61",107.3,94.9,62,106.4,49,19.3,36.4,53.1,98.3,47.4,22.6,38.2,17.5,80.5,2
1578,11/15/24,N,Ohio St.,B10,Texas A&M,A,"L, 78-64",107.3,106.7,67.2,95.2,40.7,14.9,32.5,37.3,116,46.9,17.9,37.5,81.6,51.7,-10
1579,11/4/24,N,Texas,SEC,Ohio St.,N,"L, 80-72",107.3,106.6,70.6,102,41.9,12.8,35.6,29.4,113.4,56.7,21.3,33.3,23.3,51.7,-7
1580,12/14/24,N,Furman,SC,South Carolina St.,H,"W, 68-64",107.3,115.2,60.5,112.4,55.8,23.2,39.1,55.8,105.8,43.3,14.9,39,30,30.7,-2
1581,11/17/24,N,UC Santa Barbara,BW,San Jose St.,A,"W, 64-59",107.3,99.8,57.5,111.3,52.7,13.9,31.2,16.4,102.6,46.3,15.6,31.2,18.5,69.6,2
1582,11/26/24,N,West Georgia,ASun,Utah Valley,N,"L, 77-74",107.3,110.5,71.9,103,54.3,15.3,13.3,25.9,107.1,45.8,15.3,39.5,59.3,41.6,-1
1583,12/13/24,N,Western Michigan,MAC,St. Thomas,A,"L, 77-71",107.3,112.6,65.2,108.9,48.5,13.8,40,14.9,118.1,56.8,7.7,11.8,20.3,36.4,-6
1584,12/14/24,N,Richmond,A10,Belmont,H,"L, 93-86",107.2,118.8,76.4,112.6,58.3,17,13.3,53.7,121.7,69.3,18.3,14.3,33.3,23.4,-4
1585,11/15/24,N,Manhattan,MAAC,Fordham,H,"W, 78-76",107.2,100.2,75,104,46.8,18.7,37.5,45.2,101.4,45.1,13.3,27.7,19.4,68.6,8
1586,11/27/24,N,Notre Dame,ACC,Houston,N,"L, 65-54",107.2,94.1,61,88.6,45.9,19.7,22.6,28.6,106.6,50,8.2,22.9,15,81.9,-6
1587,11/23/24,N,Presbyterian,BSth,Monmouth,N,"W, 71-61",107.2,99.5,63.3,112.1,53.3,19,37.5,18.3,96.3,48.9,22.1,31,53.3,70.2,8
1588,11/13/24,N,Mount St. Mary's,MAAC,Bucknell,A,"W, 93-89",107.2,115.1,68.3,108.9,55.9,18.7,28.2,41.2,104.2,52,12.9,24.4,24,30.6,-4
1589,11/10/24,N,Wyoming,MWC,Tennessee St.,H,"W, 81-66",107.2,100.1,70.8,114.4,60.5,15.5,26.5,42.1,93.2,39,16.9,34.1,54.2,68.7,9
1590,12/3/24,N,Saint Mary's,WCC,UTSA,H,"W, 82-74",107.2,96.8,66.4,109.7,43.2,20.1,44.4,72.9,99,42.1,22.8,44.7,27.1,76.4,11
1591,11/25/24,N,UTSA,Amer,Troy,A,"L, 86-72",107.2,119.4,71,101.4,55.5,28.2,35.5,23.6,121.1,65.7,22.5,29.2,49,22.4,-8
1592,11/8/24,N,Bowling Green,MAC,Davidson,H,"L, 91-85",107.1,118.4,76.1,111.7,55,13.1,20.6,41.7,119.6,55.7,17.1,30.3,45.9,24,-9
1593,11/16/24,N,East Carolina,Amer,George Mason,H,"W, 78-77",107.1,98.5,62.4,100,38.7,17.9,45.3,45.1,98.7,48.3,24.3,30.6,41.7,72.4,0
1594,11/28/24,N,Indiana,B10,Gonzaga,N,"L, 89-73",107.1,103.5,74.4,98.1,49.2,16.1,19.4,37.3,119.5,53.1,17.5,39.4,34.4,59.7,-12
1595,11/11/24,N,Washington St.,WCC,Idaho,H,"W, 90-67",107.1,96.2,73.7,122.1,57.6,16.3,44.1,30.3,90.9,40.5,14.9,25,36.5,77.5,5
1596,11/29/24,N,Louisville,ACC,Oklahoma,N,"L, 69-64",107.1,99.4,62.7,102,43.7,22.3,52.5,25.4,110,56.8,15.9,14.8,56.8,70.2,-2
1597,12/11/24,N,Utah Valley,WAC,North Dakota,H,"W, 80-57",107.1,91.2,66.3,120.7,61.7,13.6,21.9,15,86,40.8,15.1,27.3,10.8,86.4,9
1598,11/18/24,N,Northern Colorado,BSky,Washington St.,A,"L, 83-69",107.1,106.7,70.8,97.4,42.6,8.5,25.6,25,117.2,62.3,16.9,21.4,28.1,51.2,-4
1599,12/4/24,C,San Diego St.,MWC,Fresno St.,A,"W, 84-62",107.1,92,77.7,108.2,53.7,18,33.3,25,79.8,30.6,12.9,24.1,44.8,85.2,6
1600,11/27/24,N,Washington St.,WCC,SMU,N,"L, 77-60",107.1,105.3,63.1,95.1,45.6,12.7,21.6,26.3,122.1,46.2,14.3,56.4,28.8,54.8,0
1601,11/16/24,N,South Carolina,SEC,Indiana,A,"L, 87-71",107.1,109.2,71.8,98.9,44.4,16.7,32.5,36.5,121.2,58.8,15.3,25,64.7,44.4,-9
1602,12/7/24,C,Texas A&M Corpus Chr,Slnd,Stephen F. Austin,H,"W, 67-48",107.1,87.6,63.6,105.3,51.9,17.3,30,32.1,75.5,36.4,26.7,43.2,25.4,91,7
1603,12/15/24,N,North Dakota,Sum,UTSA,H,"L, 95-85",107.1,129,74.9,113.5,54.6,18.7,37.8,40,126.9,65.2,14.7,11.1,42.9,10.6,-6
1604,12/18/24,N,Washington St.,WCC,Washington,A,"L, 89-73",107.1,112.8,75.2,97.1,48.3,29.3,46.9,36.2,118.4,58.1,9.3,18.2,41.9,35.6,-5
1605,12/4/24,N,Bellarmine,ASun,Western Carolina,A,"L, 86-74",107,130.7,70.8,104.5,57.1,16.9,12.5,26.8,121.4,58.6,15.5,37.1,28.1,9.1,-5
1606,11/29/24,N,Boston College,ACC,Dartmouth,H,"L, 88-83",107,128.3,74.2,111.8,56.2,13.5,16.7,48.2,118.6,60.5,10.8,9.4,25.8,11.1,-2
1607,11/24/24,N,South Dakota St.,Sum,Duquesne,N,"W, 71-60",107,98.4,65.9,107.8,59.2,24.3,31,36.7,91.1,45.1,13.7,22.2,18,72.4,2
1608,11/8/24,N,Furman,SC,Belmont,A,"W, 76-74",107,99.5,70.1,108.5,61,22.8,23.3,8.5,105.6,58.5,14.3,12.9,16.9,69.7,3
1609,11/4/24,N,Wisconsin,B10,Holy Cross,H,"W, 85-61",107,104.3,67,126.9,58.5,16.4,35.7,27.1,91.1,51.9,19.4,9.7,13.2,57.1,1
1610,12/14/24,N,Marshall,SB,Ohio,H,"W, 79-70",107,94,72.1,109.5,60,16.6,13.3,34.5,97.1,45.4,15.3,22.5,16.9,81.6,7
1611,11/26/24,N,Saint Peter's,MAAC,Fairleigh Dickinson,A,"W, 78-76",107,118.3,66,117,57.5,22.5,35.7,41.5,114,52.7,18,43.8,41.1,24,-4
1612,12/8/24,C,Iona,MAAC,Saint Peter's,H,"W, 72-63",107,101.3,66.2,108.8,48,28.7,54.1,70,95.2,42.2,24.2,43.2,64.7,65.3,5
1613,12/15/24,N,Colgate,Pat,Vermont,H,"W, 65-60",107,104.6,62.3,104.4,48.1,9.6,15.6,34,96.3,45.9,24.1,36.7,38.8,56.5,2
1614,11/8/24,N,Oregon St.,WCC,Weber St.,H,"W, 76-48",107,81.3,64.2,118.3,55.1,17.1,33.3,18.6,74.7,40.2,23.4,22.9,21.6,95.9,9
1615,11/27/24,N,Gardner Webb,BSth,Bethune Cookman,N,"W, 79-64",106.9,93.4,74.5,106,52.4,20.1,34.3,29,85.9,39.6,10.7,20.9,29.9,82.6,8
1616,12/7/24,C,Cal Poly,BW,Cal St. Northridge,H,"L, 102-91",106.9,127.7,83.5,109,50,20.4,35.6,42.9,122.1,55.4,14.4,41.9,39.2,11.5,-10
1617,12/6/24,N,Charleston Southern,BSth,Davidson,A,"L, 73-72",106.9,102.6,67.6,106.6,53.4,16.3,30.6,30.5,108.1,50.8,8.9,18.2,30.5,61.4,-3
1618,11/26/24,N,Penn St.,B10,Clemson,N,"L, 75-67",106.9,98.5,69.3,96.7,50,24.5,30.3,26.8,108.2,51.8,18.8,31.4,35.1,71.9,-2
1619,11/22/24,N,Florida St.,ACC,Temple,N,"W, 78-69",106.9,93.1,73.8,105.7,51.6,20.3,37.1,39.3,93.5,43.8,19,31.6,57.1,83.1,4
1620,11/8/24,N,Belmont,MVC,Furman,H,"L, 76-74",106.9,112,70.1,105.6,58.5,14.3,12.9,16.9,108.5,61,22.8,23.3,8.5,36.9,-3
1621,11/17/24,N,New Hampshire,AE,Holy Cross,N,"L, 74-72",106.9,118.5,63,114.2,63,17.4,17.9,32,117.4,59.3,14.3,29.4,37,23.4,2
1622,11/20/24,N,Jacksonville,ASun,Virginia Tech,A,"W, 74-64",106.9,95.9,69.2,107,57.5,20.2,30,13.3,92.6,46.4,23.1,33.3,35.7,77.8,-1
1623,11/22/24,N,Arkansas,SEC,Little Rock,H,"W, 79-67",106.9,91.9,76.4,103.4,53.8,24.9,25.8,50.9,87.7,42.4,24.9,30.2,39,85.1,12
1624,11/8/24,N,Tulane,Amer,Louisiana Monroe,H,"W, 80-64",106.9,92.6,73.5,108.9,55,15,25,43.3,87.1,38.6,23.1,35.4,24.2,83.9,17
1625,11/28/24,N,West Virginia,B12,Louisville,N,"L, 79-70",106.9,98,64.6,96.3,51.7,22,25,20.3,108.7,48.2,20.6,35.9,57.9,73.3,2
1626,11/18/24,N,Miami OH,MAC,Michigan,A,"L, 94-67",106.9,110.7,73,91.8,48.5,17.8,20.5,12.3,128.8,70,24.7,46.4,25,40,-8
1627,11/4/24,N,Nicholls St.,Slnd,New Mexico,A,"L, 91-84",106.9,99.9,84.4,99.5,52.1,20.1,30.4,22.2,107.8,42.6,9.5,34,39.5,68.3,-4
1628,11/8/24,N,Pacific,WCC,San Jose St.,N,"W, 80-67",106.9,89.4,72.4,110.5,52.5,16.6,29.4,37.3,92.5,37.9,9.7,17.9,38.7,88.6,9
1629,11/8/24,N,Siena,MAAC,Bryant,A,"W, 90-88",106.9,104.4,74,108.2,47.9,22.8,40.9,38.6,105.8,52.6,27.6,43.2,63.8,56.7,-5
1630,11/7/24,N,Southern,SWAC,Iowa,A,"L, 89-74",106.9,109.1,72.9,101.5,52.3,15.1,25,23.1,122.1,68.3,16.5,16.1,20,44.3,-11
1631,12/17/24,N,Utah St.,MWC,UC San Diego,H,"L, 75-73",106.9,100.7,72.1,101.2,46.7,19.4,29.3,40,104,55.3,25,24.1,57.4,66.4,1
1632,12/7/24,N,Boston University,Pat,Albany,H,"W, 80-74",106.8,110.5,61.8,115.1,62.5,27.3,46.4,50,106.5,50.8,14.4,25.6,22.6,40.4,2
1633,12/7/24,N,Binghamton,AE,Le Moyne,A,"W, 72-62",106.8,105.2,63.6,113.2,55.7,22,36.4,32.1,97.5,42.5,9.4,23.7,25,54.3,3
1634,12/7/24,C,Wake Forest,ACC,Boston College,H,"W, 72-66",106.8,104.9,65.9,109.3,50,12.1,23.3,72.3,100.2,47.4,21.2,28.6,24.6,55.2,1
1635,12/13/24,N,Boston University,Pat,Merrimack,A,"L, 64-61",106.8,123,57.2,106.6,51.9,19.2,35.3,20.4,111.8,57,10.5,14.8,18,16.5,-8
1636,12/6/24,N,Brown,Ivy,Bryant,A,"W, 76-75",106.8,102.5,71.3,106.6,54.2,16.8,23.3,28.8,105.2,55.3,15.4,21.9,35.1,61.8,0
1637,12/4/24,N,Wagner,NEC,Coppin St.,H,"W, 65-52",106.8,107.4,56.9,114.2,48.9,21.1,44.8,56.5,91.4,43.8,22.8,24.1,55,48.4,10
1638,11/12/24,N,Temple,Amer,Drexel,H,"W, 69-61",106.8,97.6,64.2,107.5,45.3,10.9,27.8,58.5,95,39.6,12.5,37.8,17.9,73.8,5
1639,11/20/24,N,Army,Pat,Fairleigh Dickinson,H,"W, 84-70",106.8,102,71.6,117.4,50.7,7,30,30.4,97.8,44.8,14,29.3,19.4,62.9,9
1640,11/25/24,N,Southern Indiana,OVC,Indiana St.,H,"W, 87-77",106.8,99.1,77.1,112.9,58.2,19.5,30.3,37.7,99.9,53.9,25.9,33.3,17.2,70.3,7
1641,11/19/24,N,Niagara,MAAC,Bowling Green,A,"L, 76-68",106.8,120.1,62.7,108.5,52.7,19.1,30.3,25.5,121.2,64.4,15.9,20.8,19.2,20.5,-2
1642,11/22/24,N,Norfolk St.,MEAC,Grand Canyon,A,"L, 91-73",106.8,124.7,70.7,103.3,50,17,27.6,22.6,128.8,74.1,17,25,25.9,14.3,-15
1643,12/3/24,N,Northern Kentucky,Horz,Akron,A,"L, 86-73",106.8,121.9,67.3,108.5,52.8,16.3,25,52.8,127.8,64.3,23.8,46.2,57.1,17.9,-10
1644,11/15/24,N,SMU,ACC,Butler,A,"L, 81-70",106.8,106.7,69.5,100.8,43.8,15.8,40.5,27.7,116.6,50.8,18.7,37.8,39.3,50.3,-5
1645,11/8/24,N,South Alabama,SB,Nicholls St.,A,"W, 70-64",106.8,102.1,64.7,108.2,41.2,7.7,31.7,52.6,98.9,44.4,12.4,25,20.6,62.5,2
1646,11/27/24,N,Samford,SC,Utah Valley,H,"W, 84-76",106.8,108.3,77.1,108.9,54.9,16.9,30,14.1,98.5,54.3,29.8,39.4,34.5,45.9,-7
1647,11/6/24,N,Rutgers,B10,Wagner,H,"W, 75-52",106.8,88.6,69.1,108.5,57.3,13,11.8,38.2,75.3,38.9,15.9,23.4,17.5,89.5,11
1648,12/7/24,N,Western Kentucky,CUSA,Evansville,A,"W, 79-65",106.8,99.1,71.1,111.2,52.5,14.1,21.6,29.5,91.5,43.4,14.1,19.5,26.2,70.2,4
1649,11/12/24,N,Duke,ACC,Kentucky,N,"L, 77-72",106.7,86.5,75.2,95.7,42.3,9.3,25,23.9,102.3,47.6,14.6,23.3,38.1,91.8,3
1650,12/10/24,N,Eastern Washington,BSky,Washington,A,"L, 87-69",106.7,118.2,70.7,97.6,54.5,22.6,20,19.6,123.1,69.6,21.2,30.8,26.8,23.4,-8
1651,11/23/24,N,George Washington,A10,Louisiana,N,"W, 83-74",106.7,101.8,74.1,112,51.1,24.3,35.5,89.4,99.9,45,14.8,28.9,50,63.3,7
1652,11/12/24,N,North Carolina A&T,CAA,George Washington,A,"L, 85-80",106.7,112.2,75.2,106.5,56.2,18.6,20.6,15.6,113.1,53.9,17.3,31.4,28.1,36,-5
1653,11/21/24,N,Oral Roberts,Sum,Mississippi,A,"L, 100-68",106.7,115.5,73.5,92.5,50.9,28.6,30.3,33.3,136.1,60.9,10.9,42.4,31.9,28.7,-10
1654,11/22/24,N,Portland St.,BSky,Milwaukee,A,"L, 91-74",106.7,122.2,70.3,105.2,46.8,12.8,31.7,34.9,129.4,60.4,21.3,51.5,19.4,17.4,-8
1655,12/3/24,N,Saint Peter's,MAAC,Duquesne,A,"W, 62-59",106.7,104.5,59.2,104.7,39.8,15.2,42.5,32.2,99.6,43.3,16.9,35.9,42.3,56.2,-1
1656,11/6/24,N,Indiana,B10,SIU Edwardsville,H,"W, 80-61",106.7,92.6,72.6,110.2,57.9,22,33.3,29.8,84,38.7,16.5,32,18.3,83.7,9
1657,11/7/24,N,Stony Brook,CAA,Central Michigan,A,"W, 73-72",106.7,110.1,68.2,107,50.9,14.7,30.6,43.1,105.6,54.3,20.5,36.1,31,40.9,-3
1658,12/2/24,N,Washington St.,WCC,Nevada,A,"W, 68-57",106.7,75.2,68.2,99.7,51.7,22,28.6,15,83.5,42.1,22,29.7,22.8,98.3,7
1659,11/6/24,N,Georgia Tech,ACC,West Georgia,H,"W, 85-62",106.7,91,74.8,113.6,53.7,16,40.6,25,82.9,40.6,10.7,14.3,28.1,86.2,16
1660,12/18/24,N,Cal St. Northridge,BW,USC,A,"L, 90-69",106.6,114.5,71.8,96.1,44.9,20.9,34.3,32.2,125.4,59.2,15.3,20.7,79.6,30.6,-7
1661,12/14/24,N,Loyola MD,Pat,Mount St. Mary's,A,"W, 77-69",106.6,99.1,71.9,107.1,52,20.9,25,56.9,95.9,49.1,26.4,35.3,29.8,69.8,6
1662,12/5/24,C,Detroit Mercy,Horz,Purdue Fort Wayne,H,"W, 79-78",106.6,108.2,68.6,115.2,57.5,19,36.4,21.7,113.7,54.2,13.1,26.7,35.6,45.8,-2
1663,12/6/24,C,Siena,MAAC,Niagara,A,"L, 69-68",106.6,118.8,59.6,114.1,54.6,10.1,21.2,25.9,115.8,57.8,13.4,12,44.4,22.3,0
1664,12/14/24,N,Southern Illinois,MVC,Austin Peay,A,"W, 65-60",106.6,98.8,63.7,102,48.2,18.8,36.1,30.4,94.1,45.8,26.7,36.4,50,70.5,7
1665,12/3/24,N,Stanford,ACC,Utah Valley,H,"W, 77-63",106.6,89.8,73.8,104.3,51.6,17.6,27,27,85.3,40.8,16.3,25,24.6,87.7,8
1666,11/27/24,N,Arkansas Pine Bluff,SWAC,Pacific,A,"L, 83-71",106.5,121.4,69.5,102.2,56.6,17.3,12.5,32.1,119.5,52.4,17.3,45.9,39.7,18.1,-1
1667,12/3/24,N,Arkansas,SEC,Miami FL,A,"W, 76-73",106.5,97.6,67.5,112.5,57.3,16.3,26.5,14.5,108.1,55.8,16.3,25,13.3,73.1,-4
1668,12/3/24,N,Georgia Tech,ACC,Oklahoma,A,"L, 76-61",106.5,99.1,64.9,94,46.2,16.9,20,34,117.1,48.1,10.8,25.7,57.7,69.5,0
1669,12/14/24,N,SMU,ACC,LSU,N,"W, 74-64",106.5,87.7,72.7,101.7,50,20.6,35.1,38.3,88,46.3,23.4,20,33.3,90.3,1
1670,11/15/24,N,Brown,Ivy,New Hampshire,H,"W, 76-58",106.5,102.1,67.3,112.9,50,11.9,28.9,56.4,86.2,35,16.3,31.9,41.7,62.1,11
1671,11/27/24,N,Presbyterian,BSth,Tennessee Tech,A,"L, 90-75",106.5,136.9,67.2,111.6,52.3,10.4,30,18.2,133.9,60.3,8.9,31.4,14.7,5.3,-8
1672,11/16/24,N,Oklahoma,SEC,Stetson,H,"W, 85-64",106.5,102.9,70,121.4,55.8,15.7,41.7,14.5,91.4,57,32.9,25.9,18,59.7,9
1673,11/30/24,N,La Salle,A10,Temple,H,"W, 83-75",106.5,93.9,79.1,104.9,43.8,8.8,34.7,19.8,94.8,45.5,19,26.3,23.9,81,6
1674,11/26/24,N,North Carolina,ACC,Auburn,N,"L, 85-72",106.4,94.5,74.1,97.2,48.4,13.5,18.4,30.6,114.8,51.4,10.8,27.5,24.6,79.6,-10
1675,11/13/24,N,Dayton,A10,Ball St.,H,"W, 77-69",106.4,97.5,70.6,109.1,52.8,11.3,21.2,54.7,97.8,46.2,21.3,15.2,46.2,73.1,12
1676,11/27/24,N,Richmond,A10,Ball St.,N,"W, 73-60",106.4,105.2,62.1,117.5,52.1,8,13.8,60.4,96.6,47.2,4.8,13.9,37,53.3,1
1677,12/4/24,N,Western Carolina,SC,Bellarmine,H,"W, 86-74",106.4,109.6,70.8,121.4,58.6,15.5,37.1,28.1,104.5,57.1,16.9,12.5,26.8,41.5,5
1678,12/4/24,N,Central Connecticut,NEC,Massachusetts,A,"W, 73-69",106.4,100.8,68.7,106.3,54.2,17.5,26.5,18.3,100.5,46.7,16,27.8,28.3,65.1,3
1679,12/5/24,C,Cleveland St.,Horz,Milwaukee,A,"L, 79-67",106.4,114.1,64.6,103.7,51.8,20.1,29,21.1,122.2,49,18.6,55.9,71.2,30.9,-3
1680,12/4/24,N,FIU,CUSA,Florida Atlantic,H,"L, 88-77",106.4,111.4,72.8,105.7,49.2,17.8,37.1,33.9,120.8,58.1,13.7,29.4,17.6,37.2,-2
1681,11/4/24,N,Louisiana,SB,Kent St.,H,"L, 70-66",106.4,107.3,66.6,99,54.1,16.5,14.8,42.9,105,48,24,35.3,56,47.7,3
1682,11/16/24,N,Rice,Amer,Northwestern St.,H,"W, 77-75",106.4,111.1,63.1,108.4,50,16.9,27.8,74.5,105.6,51.6,15.5,30,30.2,37.8,5
1683,12/6/24,N,Kent St.,MAC,Portland,H,"W, 76-57",106.4,101,64.7,117.4,50.7,9.3,37.1,2.7,88.1,46.7,21.6,20.6,43.5,64.4,6
1684,11/21/24,N,Texas,SEC,Syracuse,N,"W, 70-66",106.4,88.7,67.6,103.6,50,14.8,26.7,24.1,97.6,50,16.3,22.9,31.6,89,8
1685,11/29/24,N,Vanderbilt,SEC,Tennessee Tech,H,"W, 87-56",106.4,90.2,71.2,122.1,54.2,12.6,39.5,16.9,78.6,37.5,21.1,26.7,15.6,87,9
1686,11/4/24,N,Iowa,B10,Texas A&M Commerce,H,"W, 89-67",106.4,104.2,76.7,116.1,52.9,18.3,41.5,28.6,87.4,52.4,31.3,33.3,9.7,56,6
1687,12/15/24,N,UC San Diego,BW,Idaho,A,"W, 80-56",106.4,87.4,67.1,119.2,55.2,14.9,31.4,39.7,83.5,51,23.8,14.7,17.6,90.5,5
1688,11/12/24,N,South Florida,Amer,Arkansas Pine Bluff,H,"W, 85-69",106.3,104.8,70.3,120.8,44.9,11.4,42.9,47.8,98.1,45.8,17.1,31.6,31.7,54.2,13
1689,11/4/24,N,Southern Illinois,MVC,Charleston,N,"L, 90-80",106.3,113.4,78,102.6,44.4,11.5,23.1,53.2,115.4,64.5,21.8,30.8,54.5,32.1,-4
1690,11/16/24,N,Florida Gulf Coast,ASun,Drake,A,"L, 63-61",106.3,97.4,62.8,97.1,56.1,23.9,20.8,16.3,100.3,51.1,25.5,34.5,55.6,73.2,-2
1691,11/7/24,N,Air Force,MWC,Jacksonville St.,H,"W, 73-67",106.3,106.5,63.8,114.4,59.3,14.1,24.2,29.6,105,48.1,21.9,35.3,35.2,49.6,-2
1692,11/28/24,N,Kent St.,MAC,Towson,N,"W, 65-54",106.3,96,60,108.4,50,11.7,29.7,13.1,90.1,47.8,23.3,26.7,32.6,76.5,4
1693,11/16/24,N,St. Bonaventure,A10,Le Moyne,H,"W, 71-52",106.3,85,64.1,110.7,55.8,18.7,40,44.2,81.1,40.7,20.3,24.4,11.9,92.9,16
1694,12/10/24,N,Tennessee,SEC,Miami FL,N,"W, 75-62",106.3,81.6,67.7,110.9,57.7,16.3,18.5,34.6,91.6,45.9,20.7,26.8,16.4,95.4,8
1695,11/20/24,N,Prairie View A&M,SWAC,Fresno St.,A,"L, 94-83",106.3,130.5,79.6,104.3,45.1,12.6,31.2,36.1,118.1,52.8,15.1,39,34.7,8.6,-9
