,,,,,,,,,,,,,,,,,,,,,,
Rk,Date,Type,Team,Conf.,Opp.,Venue,Result,Adj. O,Adj. D,T,EFF,eFG%,TO%,Reb%,FTR,EFF,eFG%,TO%,Reb%,FTR,G-Sc,+/-
2892,12/15/24,N,Vermont,AE,Colgate,A,"L, 65-60",94.6,107.4,62.3,96.3,45.9,24.1,36.7,38.8,104.4,48.1,9.6,15.6,34,18.9,-2
2893,12/11/24,N,Louisiana Monroe,SB,Arkansas Pine Bluff,H,"W, 89-73",94.5,108.4,77.7,114.5,63.2,23.2,28.6,38.6,93.9,50.8,19.3,19.4,35,17,1
2894,12/3/24,N,Eastern Michigan,MAC,Loyola Chicago,A,"L, 76-54",94.5,115.7,62.9,85.9,50,19.1,9.4,40,120.9,63.2,27,52,24.5,8.8,-10
2895,11/30/24,N,Kent St.,MAC,Kennesaw St.,N,"W, 67-60",94.5,89.8,68.8,97.4,32.5,14.5,40.8,52.4,87.2,36.5,24.7,32.4,44.2,64.2,3
2896,11/26/24,N,UTEP,CUSA,Long Beach St.,N,"W, 70-44",94.5,74.5,67.4,103.9,52.7,25.2,38.2,30.4,65.3,45.9,40.1,16,37.8,93.9,8
2897,12/7/24,N,Navy,Pat,NJIT,A,"L, 69-64",94.5,114.9,66.7,96,36.4,7.5,38.2,18.2,103.5,50,15,30.3,23.7,9.6,0
2898,11/14/24,N,Northern Arizona,BSky,Pacific,A,"W, 60-57",94.5,86.9,66.1,90.7,39.2,16.6,34.8,21.5,86.2,47.1,25.7,27,31.4,72.5,7
2899,11/19/24,N,Western Illinois,OVC,Northern Iowa,A,"L, 82-56",94.5,118.2,62.6,89.4,47.2,19.2,25,17,130.9,65.7,12.8,21.7,41.2,7.1,-12
2900,11/24/24,N,Howard,MEAC,Boston University,N,"L, 69-62",94.4,111.2,64.4,96.3,47.3,21.7,25.8,20,107.1,52.8,18.6,32.4,29.6,13.1,-2
2901,11/21/24,N,Stonehill,NEC,Bryant,H,"W, 67-66",94.4,97.5,68.5,97.8,40.2,16.1,42.2,31.8,96.4,41.7,11.7,22,35,40.6,-4
2902,11/30/24,N,Cal St. Northridge,BW,Montana St.,A,"W, 72-69",94.4,92,66,96.9,50,18.8,22.5,29.5,92.9,45.9,16.2,19,31.1,57.4,-3
2903,12/18/24,N,Central Connecticut,NEC,Fairfield,A,"W, 64-63",94.4,99.8,63.7,100.5,51.6,22,38.7,1.6,98.9,50.8,14.1,22.2,3.2,34.6,1
2904,12/8/24,N,Chicago St.,NEC,Saint Louis,A,"L, 85-62",94.4,115.6,66.8,92.8,41.9,16.5,30.2,24.2,127.2,58.3,16.5,41.2,33.3,8.9,-6
2905,11/24/24,N,Florida Gulf Coast,ASun,FIU,H,"W, 60-59",94.4,97.7,64,93.8,44.5,17.2,25.7,27.3,92.2,43.9,20.3,30.3,51,40.2,3
2906,11/30/24,N,Hofstra,CAA,Tarleton St.,N,"L, 61-59",94.4,113.4,61.5,96,41,14.6,22.2,48,99.2,50,22.8,35.5,36.7,10.8,-3
2907,11/15/24,N,Washington St.,WCC,Iowa,N,"L, 76-66",94.4,85.4,76.8,86,43.2,23.4,30,18.2,99,48.3,16.9,24.4,45,76.1,2
2908,11/16/24,N,Drexel,CAA,La Salle,H,"L, 71-68",94.4,107.2,69.5,97.9,50,13,24.3,17.2,102.2,48.4,14.4,22.2,19.4,18.8,-6
2909,12/5/24,C,Lamar,Slnd,Texas A&M Corpus Chr,A,"W, 65-61",94.4,91.5,67.6,96.2,50,22.2,31.2,15.5,90.2,42.9,16.3,28.6,41.1,59.1,-4
2910,11/25/24,N,LIU,NEC,Winthrop,A,"L, 87-65",94.4,118.5,72.1,90.2,43,23.6,42.6,32.8,120.7,55.7,13.9,37.1,52.5,6.8,-9
2911,12/3/24,N,Saint Joseph's,A10,Princeton,H,"L, 77-69",94.4,105.1,71.1,97,44.5,11.2,17.5,21.9,108.3,55.1,14.1,18.2,27.1,22.4,-4
2912,11/30/24,N,Coastal Carolina,SB,USC Upstate,H,"W, 73-51",94.4,88.5,67.2,108.6,60.9,20.8,20.7,18.2,75.9,33.3,6,14,19,67.8,4
2913,12/7/24,N,Utah Tech,WAC,Utah St.,A,"L, 92-62",94.4,112.9,72.8,85.2,47.5,20.6,25,18,126.4,55.4,19.2,47.2,40,11.3,-14
2914,11/23/24,N,Youngstown St.,Horz,Stephen F. Austin,A,"L, 64-57",94.4,102.7,66.3,86,42.2,18.1,25.6,29.3,96.5,56.8,33.2,37.5,40.9,27.5,-1
2915,11/13/24,N,Western Illinois,OVC,Green Bay,H,"L, 87-73",94.3,137.5,67.9,107.6,50,17.7,42.2,27.3,128.2,59.5,11.8,28.1,20.6,1.3,-14
2916,12/14/24,N,Louisiana Monroe,SB,UT Arlington,A,"L, 77-68",94.3,108.2,69.2,98.3,42.8,18.8,40.5,13,111.4,55,10.1,19.4,31.7,17,-10
2917,12/11/24,N,Delaware St.,MEAC,NJIT,H,"W, 71-59",94.3,99.4,69.9,101.5,42.5,20,45.5,31.3,84.4,36.6,12.9,19,44.6,35.1,5
2918,11/16/24,N,Presbyterian,BSth,Kennesaw St.,A,"L, 85-67",94.3,130.8,67.5,99.2,50,20.7,29.4,57.1,125.9,54.3,14.8,37.1,50,2.3,-18
2919,11/4/24,N,Boston College,ACC,The Citadel,H,"W, 69-60",94.3,97.9,68.1,101.3,43.5,20.6,37.8,51.9,88.1,41.3,20.6,23.7,48.1,39.3,7
2920,12/18/24,N,Utah Valley,WAC,Idaho St.,A,"W, 70-56",94.3,87.8,71.3,98.2,46.9,11.2,16.7,21.9,78.6,38.9,19.6,23.1,42.6,69.4,2
2921,11/22/24,N,Louisville,ACC,Winthrop,H,"W, 76-61",94.3,81.9,78.4,96.9,54.6,25.5,31.2,48.1,77.8,35.7,24.2,35.8,31.4,83.6,7
2922,11/27/24,N,Alabama St.,SWAC,Cincinnati,A,"L, 77-59",94.2,100.7,70.2,84.1,35.6,10,19.6,21.2,109.7,52.2,14.3,36.6,17.4,31.6,-11
2923,11/27/24,N,Austin Peay,ASun,UT Arlington,N,"L, 68-58",94.2,99.7,62.8,92.3,43.4,11.1,22.5,13.1,108.3,51.1,20.7,25,61.4,34.3,1
2924,12/7/24,N,Buffalo,MAC,St. Bonaventure,A,"L, 65-55",94.2,99.9,63.9,86.1,50,28.2,18.5,14.6,101.8,48.9,17.2,20.7,51.1,33.9,-9
2925,11/24/24,N,Northeastern,CAA,Cal St. Bakersfield,N,"L, 68-60",94.2,108.4,62.5,96,48.9,22.4,27.6,51.1,108.8,42.2,9.6,39.5,26.6,16.5,-2
2926,12/10/24,N,N.C. State,ACC,Coppin St.,H,"W, 66-56",94.2,108.1,63.4,104.1,41.7,14.2,37.2,40,88.4,45.5,23.7,29,59.1,17,4
2927,11/12/24,N,Hampton,CAA,Providence,A,"L, 60-51",94.2,93.1,60.3,84.5,34.8,19.9,30.8,23.2,99.4,54.3,23.2,36.7,43.5,53.2,-1
2928,11/22/24,N,Little Rock,OVC,Arkansas,A,"L, 79-67",94.2,99.4,76.4,87.7,42.4,24.9,30.2,39,103.4,53.8,24.9,25.8,50.9,35.1,-12
2929,11/16/24,N,Mercer,SC,South Alabama,A,"L, 75-66",94.2,110.8,69.1,95.6,48.3,15.9,13.5,19,108.6,48.3,13,30,41.7,13.4,-7
2930,11/4/24,N,New Hampshire,AE,Massachusetts,A,"L, 103-74",94.2,128.7,79.7,92.9,45.3,18.8,36,23,129.3,60.8,10,34.3,13.9,2.7,-15
2931,11/26/24,N,Mercer,SC,Miami OH,N,"L, 75-72",94.1,104.9,74.3,96.9,49.2,25.6,38.2,24.2,100.9,55.7,24.2,24,34,22.3,-5
2932,12/6/24,N,Miami OH,MAC,Indiana,A,"L, 76-57",94.1,100.3,67.1,84.9,39.2,11.9,24.5,16.9,113.2,59.6,23.8,34.6,36.5,32.4,-8
2933,12/11/24,N,North Dakota,Sum,Utah Valley,A,"L, 80-57",94.1,119.7,66.3,86,40.8,15.1,27.3,10.8,120.7,61.7,13.6,21.9,15,5.9,-9
2934,11/30/24,N,Northeastern,CAA,Vermont,A,"L, 68-64",94.1,111,67.9,94.3,38.3,11.8,31.1,34.4,100.1,57,29.5,29.6,60.5,13,-10
2935,11/20/24,N,Austin Peay,ASun,Morehead St.,A,"L, 63-58",94,102.4,61.8,93.8,44.5,12.9,20.6,21.8,101.9,51,17.8,25.8,42.9,27,3
2936,12/12/24,N,Virginia,ACC,Bethune Cookman,H,"W, 59-41",94,88.3,57.3,103,51,19.2,32.3,24,71.6,35.5,14,19.5,10.9,67.3,-1
2937,11/10/24,N,Eastern Illinois,OVC,Indiana,A,"L, 90-55",94,103.3,72,76.4,43,23.6,18.4,15.8,125,66.1,16.7,26.9,19.4,25.3,-4
2938,11/30/24,N,Drake,MVC,Georgia Southern,H,"W, 61-47",94,78,64,95.3,45.1,21.9,34.4,43.1,73.4,40,26.6,20,35.6,89.5,8
2939,11/4/24,N,Maryland,B10,Manhattan,H,"W, 79-49",94,78.6,71.6,110.3,47.9,14,38.1,24.3,68.4,31.4,16.8,15.6,25.4,88.7,7
2940,11/14/24,N,South Dakota St.,Sum,Northern Colorado,N,"L, 78-69",94,111.5,70.7,97.7,35.9,11.3,34.7,28.2,110.4,55.5,8.5,12.1,12.5,12.3,-9
2941,11/13/24,N,Southern,SWAC,Texas A&M Commerce,A,"L, 70-68",94,110.4,70.5,96.5,47.5,19.9,30,37.3,99.3,54.8,24.1,27.6,34.6,13.6,-2
2942,11/23/24,N,UMKC,Sum,Albany,N,"L, 67-65",93.9,109.3,63.8,101.8,52.2,26.6,47.8,64.4,104.9,53.1,12.5,14.3,47.9,14.9,-5
2943,11/13/24,N,California,ACC,Vanderbilt,A,"L, 85-69",93.9,100,76.1,90.7,48.2,26.3,23.5,38.2,111.8,56.6,10.5,21.1,22.1,32.5,-11
2944,11/9/24,N,Fairfield,MAAC,Georgetown,A,"L, 69-57",93.9,93.9,68.7,82.9,40,24.7,32.5,16.7,100.4,52.6,26.2,38.7,21.1,50,-2
2945,12/1/24,N,Niagara,MAAC,LIU,N,"W, 60-52",93.9,93.5,61.2,98,55.8,24.5,21.7,39.5,85,41.7,18,20,13,51.2,5
2946,11/27/24,N,Merrimack,MAAC,UTSA,N,"L, 76-74",93.9,101,75.4,98.1,46.3,19.9,27,59.3,100.8,47.1,26.5,47.7,22.9,30.1,-1
2947,11/16/24,N,NJIT,AE,Morgan St.,A,"L, 81-69",93.9,116.5,70.2,98.2,45.9,15.7,28.2,27.9,115.3,48.4,12.8,32.4,38.7,7.8,0
2948,11/24/24,N,Rutgers,B10,Kennesaw St.,A,"L, 79-77",93.9,104.3,78.7,97.9,45.5,11.4,20,34.8,100.4,53.3,28,42.4,40,23,-7
2949,11/20/24,N,Grand Canyon,WAC,UC Davis,H,"L, 75-68",93.9,111.9,74.4,91.4,40.7,24.2,37.5,47.5,100.8,51.8,24.2,32.3,31.6,11.7,-7
2950,12/2/24,N,Louisiana Monroe,SB,UT Arlington,H,"L, 84-70",93.9,110.4,72.9,96,39.2,20.6,43.2,46.2,115.1,56.8,16.4,35,21.2,13.5,-5
2951,11/23/24,N,UMBC,AE,Boston University,H,"L, 75-71",93.8,112.1,71.7,99,42.7,11.2,14.7,47.3,104.5,54.3,23.7,29,25.9,11.4,-4
2952,11/20/24,N,Coppin St.,MEAC,George Mason,A,"L, 93-55",93.8,136.3,65.6,83.8,36.8,25.9,41.5,33.3,141.7,68.9,15.2,42.9,56.6,1.3,-21
2953,11/12/24,N,Delaware,CAA,Iona,A,"W, 64-58",93.8,88.4,69.3,92.4,43.2,21.7,32.5,28.8,83.7,32.9,24.5,54.4,30.1,66.3,5
2954,11/8/24,N,Howard,MEAC,Missouri,A,"L, 77-62",93.8,98.4,69.2,89.5,49.1,24.6,23.5,18.2,111.2,50,17.3,27.6,60.8,36.6,-9
2955,11/28/24,N,UNLV,MWC,Mississippi St.,N,"L, 80-58",93.8,107,66.3,87.4,52.1,22.6,12.9,31.2,120.6,52.2,15.1,43.2,26.9,18.1,-12
2956,11/22/24,N,Tulane,Amer,New Orleans,H,"L, 93-87",93.8,125.6,74.4,103.9,45.5,14.3,26.2,49.3,111.1,58.1,16.7,20,50,3.4,-9
2957,12/9/24,N,VCU,A10,Penn,H,"W, 66-47",93.8,78.8,64.3,102.7,43.3,15.6,42.9,16.4,73.1,41,24.9,15.6,14,88.1,10
2958,12/16/24,N,The Citadel,SC,Central Arkansas,A,"L, 73-71",93.8,113.6,71.2,99.7,61.1,26.7,20,16.7,102.5,46.3,14,28.6,19.4,9.9,-4
2959,12/15/24,N,Idaho,BSky,UC San Diego,H,"L, 80-56",93.8,110.4,67.1,83.5,51,23.8,14.7,17.6,119.2,55.2,14.9,31.4,39.7,13.3,-5
2960,12/1/24,N,Central Connecticut,NEC,UMass Lowell,H,"W, 69-67",93.8,93.2,70.8,97.5,53.8,21.2,16.7,32.1,94.6,47.3,21.2,29.4,35.7,51.8,3
2961,12/14/24,N,Ohio St.,B10,Auburn,N,"L, 91-53",93.7,110.7,65.3,81.1,41.2,12.2,13.2,37.3,139.3,54.9,7.7,41,19.4,12.8,-19
2962,11/24/24,N,Evansville,MVC,Campbell,H,"W, 66-53",93.7,89.9,66,100,51,16.7,20,39.2,80.3,37.8,21.2,14.7,36.7,61.6,5
2963,12/4/24,N,Coastal Carolina,SB,Campbell,A,"W, 58-57",93.7,93,62.9,92.2,51,20.7,24.2,39.6,90.6,37,14.3,21.1,54,52.2,6
2964,11/22/24,N,East Carolina,Amer,Stetson,N,"W, 71-64",93.7,103.8,67.8,104.8,39.1,17.7,41,60,94.4,56.8,26.6,17.9,56.8,23.5,2
2965,12/17/24,N,George Mason,A10,Duke,A,"L, 68-47",93.7,93.5,62.9,74.7,30.9,20.7,41.7,8.8,108.1,45.5,15.9,37.8,37.5,50.4,-10
2966,11/30/24,N,Kennesaw St.,CUSA,Kent St.,N,"L, 67-60",93.7,99.5,68.8,87.2,36.5,24.7,32.4,44.2,97.4,32.5,14.5,40.8,52.4,33.4,-3
2967,11/4/24,N,Saint Peter's,MAAC,Seton Hall,A,"L, 57-53",93.7,96,63.2,83.8,44,30.1,33.3,59.5,90.2,37.5,22.1,32.4,84.1,43.2,-2
2968,12/1/24,N,Cal Baptist,WAC,UCF,A,"L, 74-59",93.6,98.7,69.8,84.6,40.4,27.2,33.3,22.8,106.1,52.8,15.8,21.9,49.1,35.3,-4
2969,11/21/24,N,New Mexico,MWC,Grambling St.,H,"W, 80-58",93.6,82.9,79.2,101,52.5,20.2,27,43.3,73.2,41.1,27.8,24.4,24.2,80.2,7
2970,12/8/24,N,Louisiana,SB,Louisiana Tech,H,"L, 69-58",93.6,100.7,65.2,89,47.2,16.9,15.6,26.4,105.9,57.8,24.6,34.6,27.5,30.3,-2
2971,11/19/24,N,Navy,Pat,Quinnipiac,H,"L, 74-63",93.6,116.8,67.2,93.8,42.9,19.4,38.6,27,110.2,48.1,17.9,36.4,56.6,7.3,-6
2972,11/22/24,N,Southeast Missouri S,OVC,UNC Asheville,N,"L, 72-64",93.6,100.9,68.9,92.9,38.9,10.2,25,33.3,104.5,44.1,13.1,33.3,49.2,29.8,-1
2973,12/3/24,N,Vermont,AE,Brown,H,"L, 60-53",93.5,105.5,56.6,93.7,42.2,14.1,30.6,10.3,106,47.4,10.6,35.3,12.1,20,-3
2974,11/16/24,N,Western Illinois,OVC,Central Arkansas,H,"W, 63-61",93.5,113.7,61.4,102.6,46.3,11.4,26.5,37,99.3,50.9,21.2,26.7,13.2,9.5,-4
2975,12/4/24,N,Columbia,Ivy,Albany,A,"L, 88-73",93.5,121.8,73.5,99.3,58.7,25.8,19.2,56.5,119.7,59,16.3,28.6,17.9,4.6,-13
2976,11/26/24,N,Southeastern Louisia,Slnd,Gardner Webb,N,"L, 73-69",93.5,100,72.4,95.3,46.9,22.1,32.4,15.6,100.8,57.4,31.8,43.3,31.5,31.8,0
2977,11/17/24,N,Robert Morris,Horz,New Orleans,H,"W, 73-62",93.5,93.3,72.8,100.2,51,27.5,34.3,53.8,85.1,43,19.2,12.1,52,50.5,8
2978,12/12/24,N,North Carolina A&T,CAA,Virginia Tech,A,"L, 95-67",93.5,120.9,76.4,87.6,42.2,17,22,48.3,124.3,60,20.9,43.2,22.9,5,-13
2979,12/4/24,N,Pittsburgh,ACC,Mississippi St.,A,"L, 90-57",93.5,115,67.7,84.2,37.5,16.3,29.8,20.3,133,63.3,20.7,55.2,20.3,8.5,-16
2980,11/16/24,N,Richmond,A10,Bucknell,A,"L, 80-76",93.5,98.9,67.7,89.8,40,11.8,23.9,26.7,94.6,53.8,26,14.3,63.5,34.6,6
2981,12/1/24,N,Texas Southern,SWAC,Texas St.,H,"L, 72-59",93.5,107.2,65.1,90.7,37.7,21.5,42.5,40.4,110.6,52.5,21.5,43.8,18.3,17.1,-3
2982,11/26/24,N,Wyoming,MWC,Tulane,N,"W, 64-63",93.5,98.1,66.6,96,43.4,16.5,29.7,49.1,94.5,37.3,9,19.5,39,36.5,-5
2983,12/7/24,N,Boise St.,MWC,Washington St.,N,"L, 74-69",93.4,102.7,72.5,95.1,43.2,13.8,29.5,30.3,102,56.1,17.9,20,31.6,25,-14
2984,11/12/24,N,Fairfield,MAAC,New Hampshire,A,"W, 62-56",93.4,96.2,65.6,94.5,39.8,12.2,31,23.4,85.3,40.7,16.8,20,27.8,41.5,6
2985,11/23/24,N,Fresno St.,MWC,Long Beach St.,A,"W, 72-69",93.4,103.9,71.9,100.1,35,11.1,37.5,73.3,96,51.6,26.4,31.6,6.2,22.7,-9
2986,11/29/24,N,Minnesota,B10,Wake Forest,N,"L, 57-51",93.4,92.7,60.9,83.8,44.1,18.1,21.6,29.4,93.7,40.6,21.4,40.6,30.2,52,-1
2987,11/4/24,N,Western Illinois,OVC,San Jose St.,A,"W, 59-55",93.4,89.8,60.3,97.9,50,21.6,26.7,19.6,91.3,38,10,18.2,63,61.1,0
2988,11/4/24,N,Arkansas Pine Bluff,SWAC,Cincinnati,A,"L, 109-54",93.3,123.6,74.8,72.2,38.1,22.7,20.5,23.7,145.7,66.7,12,50,31.9,3.8,-16
2989,12/3/24,C,Evansville,MVC,Murray St.,A,"L, 63-61",93.3,96.7,64.6,94.4,47.4,12.4,16.7,21.1,97.5,50,21.7,27.3,35.3,39.7,-6
2990,12/7/24,C,Georgia Tech,ACC,North Carolina,A,"L, 68-65",93.3,79.5,76.2,85.3,37.5,18.4,23.9,37.5,89.3,43.2,23.6,33.3,35.6,86.3,0
2991,12/15/24,N,Georgia Tech,ACC,Northwestern,N,"L, 71-60",93.3,100.7,69.9,85.9,45.5,22.9,22.9,23.2,101.6,46.9,8.6,20.9,24.6,29.4,-10
2992,11/23/24,N,South Carolina St.,MEAC,IU Indy,N,"W, 72-62",93.3,102.2,66.9,107.7,52.2,19.4,27.6,67.4,92.7,42,20.9,28.9,33.9,26,-1
2993,11/13/24,N,Massachusetts,A10,Louisiana Tech,N,"L, 76-66",93.3,107.5,70.3,93.8,41,15.6,33.3,31.3,108.1,56.9,19.9,28.1,20.7,16.3,-11
2994,12/8/24,N,Maine,AE,Fordham,A,"L, 87-72",93.3,114,77.4,93,41.7,16.8,22.5,28.8,112.3,58.2,20.7,36.1,41,9.1,-12
2995,11/23/24,N,Northeastern,CAA,Florida Gulf Coast,A,"W, 59-55",93.3,86.9,62.8,94,47.3,14.3,21.2,19.6,87.6,42.4,15.9,28.2,15.3,69.3,2
2996,12/8/24,C,Robert Morris,Horz,Purdue Fort Wayne,A,"L, 82-77",93.3,95,79.2,97.2,45.1,17.7,30.2,20.8,103.6,50,16.4,16.7,53.6,44.9,-3
2997,11/22/24,N,Seton Hall,BE,Vanderbilt,N,"L, 76-60",93.3,102.7,66.5,90.3,42.1,24.1,38.1,17.5,114.4,61.1,16.6,22.2,22.2,25,-9
2998,11/13/24,N,Southern Indiana,OVC,Bellarmine,A,"W, 71-69",93.3,104.1,68.1,104.3,50.9,17.6,23.3,41.5,101.4,53.7,19.1,19.4,25.9,22.1,-3
2999,12/3/24,N,Texas A&M,SEC,Wake Forest,H,"W, 57-44",93.3,76.1,62.7,90.9,43.9,28.7,41.9,34.7,70.2,33.3,23.9,33.3,11.7,91.2,2
3000,12/17/24,N,Winthrop,BSth,Florida St.,A,"L, 82-64",93.3,101.9,76.5,83.7,36,19.6,29.8,33.8,107.2,56.6,26.1,47.1,27.9,26.6,-10
3001,11/17/24,N,Navy,Pat,Campbell,H,"L, 86-66",93.2,127.9,70.9,93.1,46.4,21.1,27.8,43.6,121.3,55.8,12.7,28.1,36.7,2.6,-5
3002,11/26/24,N,Seattle,WAC,Furman,N,"L, 61-56",93.2,99,62.2,90,30.3,20.9,46.8,41,98.1,62.5,25.7,16.7,45,33.2,-3
3003,11/13/24,N,Georgia St.,SB,Jacksonville St.,A,"L, 72-67",93.2,90.5,73.4,91.3,42,10.9,21.3,20.3,98.1,45.4,13.6,23.8,26.2,58.5,6
3004,11/13/24,N,Le Moyne,NEC,Connecticut,A,"L, 90-49",93.2,114.7,62.5,78.4,40.7,19.2,19.4,14.8,144,65.1,11.2,44.8,17.5,8.5,-12
3005,12/7/24,N,Marshall,SB,UNC Wilmington,A,"L, 78-69",93.2,103.9,73.1,94.4,46.1,17.8,31.9,37.5,106.7,50.9,17.8,25.8,49.1,22.3,-8
3006,11/15/24,N,Old Dominion,SB,Maryland Eastern Sho,H,"W, 73-71",93.2,109.8,70.5,103.5,47.6,17,32.4,28.6,100.7,45.2,8.5,22,35.5,13.1,3
3007,11/22/24,N,Creighton,BE,Nebraska,H,"L, 74-63",93.2,101.2,71.6,88,44.2,23.7,21.1,44.2,103.4,45.6,9.8,19.4,52.6,28,-10
3008,11/24/24,N,North Alabama,ASun,Northwestern St.,A,"L, 71-58",93.2,115.6,63,92.1,44.1,19.1,31.6,18.6,112.7,55.3,17.5,36.7,17.5,7.7,-5
3009,12/7/24,N,Le Moyne,NEC,Binghamton,H,"L, 72-62",93.1,121.2,63.6,97.5,42.5,9.4,23.7,25,113.2,55.7,22,36.4,32.1,4.6,-3
3010,11/29/24,N,Towson,CAA,Kennesaw St.,N,"L, 67-63",93.1,100.7,59.6,94,36.7,17.9,50,16,99.9,45.8,17.9,41,40.7,28.8,-1
3011,12/17/24,N,Southern Miss,SB,Lamar,H,"L, 69-65",93.1,106.7,68.5,94.9,43.9,19,40.5,43.9,100.7,44.7,19,37.2,22.7,17.2,-5
3012,12/14/24,N,Oklahoma St.,B12,Oklahoma,N,"L, 80-65",93.1,104.7,70.9,91.6,43.8,22.6,35,44.6,112.8,55.7,16.9,28.6,31.1,20.5,-13
3013,12/5/24,N,Radford,BSth,North Carolina Centr,A,"W, 70-67",93.1,97.3,70.6,99.2,40.9,25.5,48.6,60,94.9,50,26.9,34.3,37,37.8,-1
3014,11/4/24,N,Southern,SWAC,South Dakota,A,"L, 93-79",93.1,110.2,78.8,100.3,47.7,21.6,40,37.5,118,59.7,16.5,32.4,51.6,12.6,-9
3015,11/24/24,N,St. Thomas,Sum,Milwaukee,A,"L, 69-65",93.1,96.5,69,94.2,47.2,21.7,16.1,34,100,51.9,23.2,41.2,40.7,40,-4
3016,12/15/24,N,Stephen F. Austin,Slnd,Oregon,A,"L, 79-61",93.1,102,70.7,86.3,42.1,31.1,47.5,17.5,111.7,58.2,26.9,43.3,65.3,25.9,-14
3017,11/22/24,N,Cal St. Bakersfield,BW,Florida Gulf Coast,A,"L, 74-54",93,125,58.2,92.9,34.9,12,28.6,35.8,127.3,63.5,17.2,36,17.3,3.2,-12
3018,12/12/24,N,The Citadel,SC,Campbell,H,"L, 86-58",93,139.2,64.2,90.4,46.4,21.8,28.6,21.8,134,58.1,9.3,34.4,22.6,1,-7
3019,12/4/24,N,Harvard,Ivy,Holy Cross,A,"L, 68-67",93,105.4,66.2,101.1,46.9,18.1,35.1,9.2,102.6,52.8,16.6,18.8,25.9,19.2,-3
3020,11/4/24,N,LIU,NEC,Mississippi,A,"L, 90-60",93,104.2,73.8,81.3,38.8,21.7,27.5,41.4,122,57,19,37.1,56.1,21.4,-11
3021,12/15/24,N,New Orleans,Slnd,Iowa,A,"L, 104-57",93,129.9,68.8,82.8,40.3,21.8,37.2,7.5,151.1,73.1,8.7,30.8,13.4,2.1,-22
3022,11/19/24,N,Appalachian St.,SB,Queens,H,"W, 65-53",93,88.8,65.2,99.7,52.1,21.5,34.4,63.8,81.3,36.4,18.4,36,19.7,63,4
3023,11/16/24,N,Arkansas St.,SB,Stephen F. Austin,H,"W, 59-49",93,85.8,65.1,90.6,37.7,16.9,38.8,45.9,75.2,34.3,24.6,38.1,38.9,71.7,4
3024,12/7/24,N,Air Force,MWC,Stony Brook,N,"W, 69-61",92.9,93.7,69.6,99.2,64.3,31.6,20,45.2,87.7,39.8,24.4,35.9,28.8,47.6,5
3025,11/10/24,N,Appalachian St.,SB,Wisconsin,A,"L, 87-56",92.9,103,69.4,80.7,43.8,25.9,27.5,23.2,125.4,52.9,8.6,35.9,22.9,23.3,-8
3026,12/3/24,N,East Tennessee St.,SC,James Madison,A,"L, 71-61",92.9,103.6,65.8,92.8,42.2,15.2,34.1,21.9,108,51,15.2,21.4,50,22.2,-8
3027,11/4/24,N,Texas St.,SB,Eastern Michigan,H,"W, 64-44",92.9,72.8,64.1,99.9,49,21.9,30,43.8,68.7,33.6,21.9,29.2,25.9,94.3,12
3028,11/29/24,N,Elon,CAA,Maine,N,"L, 69-56",92.9,107.8,64.4,87,43.8,28,33.3,37.5,107.2,50,10.9,23.3,18.6,15.3,-1
3029,11/20/24,N,Fairleigh Dickinson,NEC,Army,A,"L, 84-70",92.9,119.8,71.6,97.8,44.8,14,29.3,19.4,117.4,50.7,7,30,30.4,5.1,-9
3030,11/29/24,N,Hofstra,CAA,Rice,N,"W, 68-63",92.9,88.5,65.5,92.3,42.1,13.6,25.6,39.7,85.5,40.3,16.3,22.2,32.3,63.4,2
3031,12/2/24,N,Coppin St.,MEAC,Loyola MD,H,"L, 68-57",92.9,117.7,60.2,94.7,40.6,11.6,18.2,52.1,113,51,21.6,50,38.5,6.2,-1
3032,12/18/24,N,Abilene Christian,WAC,Texas A&M Commerce,A,"L, 68-67",92.8,103.7,71.6,93.6,49.1,22.3,26.7,24.6,95,50,25.1,25,88.1,21.7,4
3033,11/29/24,N,Binghamton,AE,Niagara,N,"L, 65-62",92.8,110.5,61.4,101,53.7,22.8,25.8,7.4,105.9,55.6,14.7,17.2,11.1,11.9,-2
3034,11/19/24,N,Fairfield,MAAC,Drexel,H,"L, 67-61",92.8,110.5,63.7,95.8,41,9.4,34.1,19.4,105.2,53.6,20.4,34.5,20,11.8,-7
3035,12/8/24,N,Jackson St.,SWAC,Iowa St.,A,"L, 100-58",92.8,112.9,74.5,77.9,43.5,32.2,22.9,24.1,134.3,59,9.4,41.7,43.3,9.5,-19
3036,12/5/24,C,Texas A&M Corpus Chr,Slnd,Lamar,H,"L, 65-61",92.8,97.4,67.6,90.2,42.9,16.3,28.6,41.1,96.2,50,22.2,31.2,15.5,36.4,4
3037,11/21/24,N,Texas A&M Commerce,Slnd,Oklahoma,A,"L, 84-56",92.8,102.6,69.3,80.9,44.3,21.7,21.6,32.1,121.3,55.9,14.4,31,37.3,24.1,-7
3038,12/8/24,N,Bucknell,Pat,Radford,A,"L, 74-70",92.7,100.1,65.2,95.4,42.2,13.6,24.4,56.9,100.8,43.2,20.4,39.5,61,29.1,-4
3039,12/5/24,N,Jackson St.,SWAC,Arkansas St.,A,"L, 66-64",92.7,89.4,73.4,87.1,44.5,19.1,20,43.6,89.9,41.3,20.4,28.3,31.7,60.2,-2
